Thread Size	Length	Thread Starts	Speed Ratio	Travel Distance per Turn	Thread Fit	Fastener Strength Grade	Hardness	Tensile Strength	Specifications Met	Part Number	Price	Material	Thread Direction
"1""-5"	12 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A953	502.07	18-8 Stainless Steel	right
"1""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A844	163.97	18-8 Stainless Steel	right
"1""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A196	243.98	18-8 Stainless Steel	right
"1""-6"	12 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A954	345.86	18-8 Stainless Steel	right
"1""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A846	160.83	18-8 Stainless Steel	right
"1""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A541	269.24	18-8 Stainless Steel	right
"1""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A847	201.03	18-8 Stainless Steel	right
"1""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A198	243.98	18-8 Stainless Steel	right
"1""-10"	12 ft.	1	1:1	"0.1"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A957	661.76	18-8 Stainless Steel	right
"1 1/8""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A853	228.79	18-8 Stainless Steel	right
"1 1/8""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A220	321.72	18-8 Stainless Steel	right
"1 1/4""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A857	240	18-8 Stainless Steel	right
"1 1/4""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A201	349.64	18-8 Stainless Steel	right
"1 1/4""-5"	"18"""	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	94330A680	172.91	18-8 Stainless Steel	right
"1 1/4""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A862	259.66	18-8 Stainless Steel	right
"1 1/4""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A218	349.64	18-8 Stainless Steel	right
"1 1/4""-5"	12 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A972	665.25	18-8 Stainless Steel	right
"1 1/2""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A871	377.24	18-8 Stainless Steel	right
"1 1/2""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A216	549.41	18-8 Stainless Steel	right
"1 1/2""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A877	292.97	18-8 Stainless Steel	right
"1 1/2""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A562	610.34	18-8 Stainless Steel	right
"2""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A883	607.41	18-8 Stainless Steel	right
"2""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B96	Not Rated	__	95061A205	776.61	18-8 Stainless Steel	right
"1/4""-16"	"12"""	1	1:1	"0.063"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A631	23.78	316 Stainless Steel	right
"1/4""-16"	3 ft.	1	1:1	"0.063"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A632	42.07	316 Stainless Steel	right
"1/4""-16"	6 ft.	1	1:1	"0.063"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A633	69.66	316 Stainless Steel	right
"3/8""-8"	"12"""	1	1:1	"0.125"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A590	22.48	316 Stainless Steel	right
"3/8""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A310	56.24	316 Stainless Steel	right
"3/8""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A130	105.62	316 Stainless Steel	right
"3/8""-12"	"12"""	1	1:1	"0.083"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A634	22.48	316 Stainless Steel	right
"3/8""-12"	3 ft.	1	1:1	"0.083"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A635	48.45	316 Stainless Steel	right
"3/8""-12"	6 ft.	1	1:1	"0.083"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A636	77.59	316 Stainless Steel	right
"1/2""-10"	"12"""	1	1:1	"0.1"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A595	28	316 Stainless Steel	right
"1/2""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A315	65.17	316 Stainless Steel	right
"1/2""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A140	108.45	316 Stainless Steel	right
"5/8""-8"	"12"""	1	1:1	"0.125"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A600	45.34	316 Stainless Steel	right
"5/8""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A320	86.55	316 Stainless Steel	right
"5/8""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A150	143.97	316 Stainless Steel	right
"3/4""-5"	"12"""	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A605	49.1	316 Stainless Steel	right
"3/4""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A325	120.17	316 Stainless Steel	right
"3/4""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A160	199.74	316 Stainless Steel	right
"3/4""-6"	"12"""	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A610	49.1	316 Stainless Steel	right
"3/4""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A330	120.17	316 Stainless Steel	right
"3/4""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A170	199.74	316 Stainless Steel	right
"7/8""-6"	"12"""	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A637	65.52	316 Stainless Steel	right
"7/8""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A638	125.52	316 Stainless Steel	right
"7/8""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A639	208.83	316 Stainless Steel	right
"1""-4"	"12"""	1	1:1	"0.25"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A641	79.03	316 Stainless Steel	right
"1""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A642	165.52	316 Stainless Steel	right
"1""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A643	327.93	316 Stainless Steel	right
"1""-5"	"12"""	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A615	79.03	316 Stainless Steel	right
"1""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A335	196.55	316 Stainless Steel	right
"1""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A180	327.93	316 Stainless Steel	right
"1""-6"	"12"""	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A620	81.52	316 Stainless Steel	right
"1""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A340	187.17	316 Stainless Steel	right
"1""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A182	340.34	316 Stainless Steel	right
"1""-10"	"12"""	1	1:1	"0.1"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A644	101.9	316 Stainless Steel	right
"1""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A645	249.48	316 Stainless Steel	right
"1""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A646	416.03	316 Stainless Steel	right
"1 1/4""-5"	"12"""	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A625	125.1	316 Stainless Steel	right
"1 1/4""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A345	309.31	316 Stainless Steel	right
"1 1/4""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A190	515	316 Stainless Steel	right
"1 1/2""-4"	"12"""	1	1:1	"0.25"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A630	168.69	316 Stainless Steel	right
"1 1/2""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A350	392.79	316 Stainless Steel	right
"1 1/2""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	__	Rockwell B97	75000	ASTM A193	97014A200	714.14	316 Stainless Steel	right
"1/4""-16"	3 ft.	1	1:1	"0.063"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A404	$10.86	Carbon Steel	left
"1/4""-16"	6 ft.	1	1:1	"0.063"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A405	19.61	Carbon Steel	left
"3/8""-12"	3 ft.	1	1:1	"0.083"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A411	7.41	Carbon Steel	left
"3/8""-12"	6 ft.	1	1:1	"0.083"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A410	14.07	Carbon Steel	left
"1/2""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A417	16.13	Carbon Steel	left
"1/2""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A418	29.02	Carbon Steel	left
"1/2""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A419	9.76	Carbon Steel	left
"1/2""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A420	16.49	Carbon Steel	left
"5/8""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A426	10.78	Carbon Steel	left
"5/8""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A427	20.58	Carbon Steel	left
"5/8""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A429	11.53	Carbon Steel	left
"5/8""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A430	19.09	Carbon Steel	left
"3/4""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A439	17.15	Carbon Steel	left
"3/4""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A440	29.04	Carbon Steel	left
"3/4""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A449	17.15	Carbon Steel	left
"3/4""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A450	29.04	Carbon Steel	left
"3/4""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A451	16.27	Carbon Steel	left
"3/4""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A452	33.8	Carbon Steel	left
"7/8""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A459	23.68	Carbon Steel	left
"7/8""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A460	45.13	Carbon Steel	left
"1""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A468	14.71	Carbon Steel	left
"1""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A469	26.32	Carbon Steel	left
"1""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A471	25.14	Carbon Steel	left
"1""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A470	42.54	Carbon Steel	left
"1""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A479	25.14	Carbon Steel	left
"1""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A480	42.54	Carbon Steel	left
"1""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A485	21.53	Carbon Steel	left
"1""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A486	43.52	Carbon Steel	left
"1""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A489	26.13	Carbon Steel	left
"1""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A490	49.8	Carbon Steel	left
"1 1/8""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A509	38.05	Carbon Steel	left
"1 1/8""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A510	72.46	Carbon Steel	left
"1 1/4""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A519	46.62	Carbon Steel	left
"1 1/4""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A520	88.83	Carbon Steel	left
"1 1/4""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A529	46.62	Carbon Steel	left
"1 1/4""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A530	88.83	Carbon Steel	left
"1 3/8""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A539	52.64	Carbon Steel	left
"1 3/8""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A540	100.29	Carbon Steel	left
"1 1/2""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A549	59.68	Carbon Steel	left
"1 1/2""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A550	125.62	Carbon Steel	left
"1 1/2""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A554	66.32	Carbon Steel	left
"1 1/2""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A555	76.27	Carbon Steel	left
"2""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A559	143.56	Carbon Steel	left
"2""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade 2	Rockwell B61	53000	ASTM A108	98935A560	233.39	Carbon Steel	left
"1/4""-16"	3 ft.	1	1:1	"0.063"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A404	17.07	Alloy Steel	left
"1/4""-16"	6 ft.	1	1:1	"0.063"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A405	31.03	Alloy Steel	left
"3/8""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A409	15.17	Alloy Steel	left
"3/8""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A410	24.83	Alloy Steel	left
"3/8""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A411	18.97	Alloy Steel	left
"3/8""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A412	34.14	Alloy Steel	left
"3/8""-12"	3 ft.	1	1:1	"0.083"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A414	18.97	Alloy Steel	left
"3/8""-12"	6 ft.	1	1:1	"0.083"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A415	85.86	Alloy Steel	left
"1/2""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A419	28.97	Alloy Steel	left
"1/2""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A420	52.14	Alloy Steel	left
"1/2""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A424	30.41	Alloy Steel	left
"1/2""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A425	59.79	Alloy Steel	left
"5/8""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A429	34.34	Alloy Steel	left
"5/8""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A430	61.79	Alloy Steel	left
"5/8""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A434	37.41	Alloy Steel	left
"5/8""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A435	61.72	Alloy Steel	left
"3/4""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A444	48.52	Alloy Steel	left
"3/4""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A445	94.97	Alloy Steel	left
"3/4""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A454	46.21	Alloy Steel	left
"3/4""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A455	77.24	Alloy Steel	left
"3/4""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A449	55.86	Alloy Steel	left
"3/4""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A450	92.29	Alloy Steel	left
"7/8""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A464	57.27	Alloy Steel	left
"7/8""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A465	95	Alloy Steel	left
"1""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A469	63.03	Alloy Steel	left
"1""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A470	119.48	Alloy Steel	left
"1""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A474	60.3	Alloy Steel	left
"1""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A475	115	Alloy Steel	left
"1""-6"	3 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A484	60.3	Alloy Steel	left
"1""-6"	6 ft.	1	1:1	"0.167"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A485	115	Alloy Steel	left
"1""-8"	3 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A489	66.18	Alloy Steel	left
"1""-8"	6 ft.	1	1:1	"0.125"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A490	133.09	Alloy Steel	left
"1""-10"	3 ft.	1	1:1	"0.1"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A494	71.2	Alloy Steel	left
"1""-10"	6 ft.	1	1:1	"0.1"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A495	128.23	Alloy Steel	left
"1 1/8""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A504	94.76	Alloy Steel	left
"1 1/8""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A505	193.1	Alloy Steel	left
"1 1/4""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A524	98.57	Alloy Steel	left
"1 1/4""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A525	215.52	Alloy Steel	left
"1 1/4""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A534	98.57	Alloy Steel	left
"1 1/4""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A535	215.52	Alloy Steel	left
"1 3/8""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A544	99.31	Alloy Steel	left
"1 3/8""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A545	262.07	Alloy Steel	left
"1 1/2""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A554	161.29	Alloy Steel	left
"1 1/2""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A555	273.79	Alloy Steel	left
"1 1/2""-5"	3 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A556	119.4	Alloy Steel	left
"1 1/2""-5"	6 ft.	1	1:1	"0.2"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A557	268.99	Alloy Steel	left
"2""-4"	3 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A564	241.13	Alloy Steel	left
"2""-4"	6 ft.	1	1:1	"0.25"""	Class 2G	Grade B7	Rockwell C35	125000	ASTM A193	93410A565	544.83	Alloy Steel	left
